tid,gamma,trueage,relmid,impsamp,freqonly
111,5.623,-5.916,-5.395,-6.428,-5.925
112,4.217,-4.353,-4.496,-5.062,-4.862
113,3.162,-3.156,-3.346,-3.561,-3.09
114,2.371,-2.832,-3.039,-3.263,-2.874
115,1.778,-2.061,-2.233,-2.378,-2.09
116,1.334,-1.286,-1.382,-1.436,-1.11
117,1,-0.904,-1.032,1.071,-0.800
118,0.332,-0.223,-0.343,-0.356,-0.156
119,0.005,-0.102,-0.201,-0.219,0.003
120,0,0.109,0.128,0.118,0.212
121,100,-106.118,-60.759,-101.04,-105.231
122,74.989,-70.793,-44.355,-67.123,-71.288
123,56.423,-54.762,-36.496,-52.648,-52.729
124,42.17,-41.495,-24.686,-40.496,-40.604
125,31.623,-31.282,-23.592,-32.453,-32.103
126,23.714,-22.164,-19.746,-24.159,-23.607
127,17.783,-19.704,-15.429,-19.798,-19.621
128,13.335,-14.161,-10.812,-14.399,-13.85
129,10,-9.839,-7.8,-10.186,-9.802
130,7.499,-7.295,-6.586,-7.674,-7.235
131,5.623,-5.818,-5.277,-6.207,-5.759
132,4.217,-4.572,-4.373,-4.768,-4.46
133,3.162,-3.362,-3.465,-3.769,-3.501
134,2.371,-2.349,-2.628,-2.777,-2.398
135,1.778,-2.012,-2.337,-2.456,-2.084
136,1.334,-1.233,-1.464,-1.538,-1.25
137,1,-0.767,-0.953,-0.979,-0.714
138,0.332,-0.298,-0.44,-0.463,-0.237
139,0.005,0.076,0.056,0.045,0.177
140,0,-0.158,-0.258,-0.277,-0.071
141,100,-92.364,-55.79,-94.787,-91.414
142,74.989,-70.355,-45.744,-65.278,-65.979
143,56.423,-55.605,-39.903,-54.32,-54.194
144,42.17,-41.964,-29.041,-42.15,-41.064
145,31.623,-30.689,-19.251,-30.214,-30.176
146,23.714,-24.848,-17.913,-23.922,-23.847
147,17.783,-16.886,-14.023,-17.467,-18.199
148,13.335,-13.516,-10.656,-13.095,-12.976
149,10,-10.44,-9.104,-10.987,-10.548
150,7.499,-7.679,-7.115,-8.253,-7.444
151,5.623,-5.466,-5.129,-5.777,-5.224
152,4.217,-4.209,-4.133,-4.638,-4.174
153,3.162,-3.124,-3.351,-3.549,-3.3
154,2.371,-2.089,-2.104,-2.218,-1.975
155,1.778,-1.739,-1.957,-2.038,-1.701
156,1.334,-1.184,-1.395,-1.447,-1.134
157,1,-1.042,-1.264,-1.309,-1.018
158,0.332,-0.187,-0.222,-0.234,-0.076
159,0.005,0.181,0.222,0.209,0.28
160,0,-0.047,-0.141,-0.137,0.047
161,100,-93.226,-60.029,-89.604,-90.966
162,74.989,-80.204,-47.762,-75.424,-78.78
163,56.423,-54.282,-34.512,-55.996,-55.509
164,42.17,-45.073,-34.138,-47.729,-45.963
165,31.623,-33.762,-24.91,-33.655,-34.376
166,23.714,-27.919,-22.32,-28.851,-28.335
167,17.783,-17.055,-13.362,-17.703,-17.517
168,13.335,-12.715,-11.842,-14.033,-13.711
169,10,-11.168,-8.408,-11.016,-10.792
170,7.499,-7.051,-6.557,-7.642,-6.776
171,5.623,-5.963,-5.381,-6.152,-5.687
172,4.217,-4.123,-4.159,-4.645,-4.223
173,3.162,-2.688,-2.73,-2.948,-2.578
174,2.371,-2.682,-3.041,-3.266,-2.846
175,1.778,-1.618,-1.805,-1.913,-1.623
176,1.334,-1.165,-1.39,-1.453,-1.227
177,1,-1.017,-1.297,-1.346,-1.009
178,0.332,-0.222,-0.261,-0.273,-0.145
179,0.005,0.05,0.008,-0.01,0.151
180,0,0.178,0.246,0.239,0.305
181,100,-102.764,-59.948,-101.194,-106.59
182,74.989,-79.854,-56.058,-79.278,-79.083
183,56.423,-56.276,-38.663,-57.62,-57.735
184,42.17,-38.043,-24.981,-37.831,-37.807
185,31.623,-34.686,-28.07,-33.812,-33.181
186,23.714,-22.738,-16.589,-22.139,-21.545
187,17.783,-19.318,-14.842,-18.437,-18.42
188,13.335,-12.741,-10.366,-12.647,-12.303
189,10,-11.11,-8.923,-11.435,-10.957
190,7.499,-7.192,-6.55,-7.773,-7.237
191,5.623,-5.908,-5.393,-6.332,-5.738
192,4.217,-4.372,-4.293,-4.582,-4.045
193,3.162,-3.437,-3.485,-3.764,-3.337
194,2.371,-2.553,-2.626,-2.87,-2.585
195,1.778,-1.823,-1.978,-2.101,-1.85
196,1.334,-1.444,-1.609,-1.674,-1.379
197,1,-0.97,-1.175,-1.219,-0.959
198,0.332,-0.337,-0.487,-0.522,-0.238
199,0.005,-0.176,-0.279,-0.278,-0.09
200,0,-0.035,-0.028,-0.025,0.056
201,100,-112.069,-66.293,-109.866,-109.82
202,74.989,-78.647,-48.765,-76.092,-79.694
203,56.423,-58.109,-34.521,-55.644,-56.043
204,42.17,-44.355,-30.877,-48.776,-48.689
205,31.623,-33.642,-22.617,-35.166,-34.461
206,23.714,-22.716,-17.327,-21.571,-21.657
207,17.783,-17.677,-14.126,-18.071,-17.133
208,13.335,-12.418,-9.664,-12.593,-12.424
209,10,-9.754,-8.561,-10.809,-9.984
210,7.499,-7.636,-6.478,-7.616,-7.024
211,5.623,-5.381,-5.221,-5.768,-5.192
212,4.217,-4.554,-4.653,-5.355,-4.768
213,3.162,-3.158,-3.296,-3.545,-3.15
214,2.371,-2.35,-2.386,-2.526,-2.17
215,1.778,-1.878,-1.928,-1.991,-1.737
216,1.334,-1.25,-1.503,-1.564,-1.28
217,1,-0.836,-1.02,-1.047,-0.773
218,0.332,-0.32,-0.485,-0.496,-0.267
219,0.005,0.185,0.197,0.193,0.267
220,0,-0.102,-0.194,-0.193,-0.005
221,100,-102.076,-64.49,-93.986,-99.994
222,74.989,-72.807,-47.573,-69.858,-68.877
223,56.423,-57.164,-46.586,-59.94,-61.266
224,42.17,-39.62,-25.774,-38.668,-38.596
225,31.623,-32.503,-24.582,-33.525,-33.848
226,23.714,-23.22,-16.923,-22.289,-22.518
227,17.783,-15.377,-12.167,-16.318,-16.116
228,13.335,-13.571,-11.113,-14.401,-13.917
229,10,-10.558,-10.024,-11.707,-10.912
230,7.499,-7.584,-6.819,-8.094,-7.763
231,5.623,-5.738,-5.368,-6.375,-5.762
232,4.217,-4.275,-4.178,-4.597,-4.152
233,3.162,-2.873,-2.878,-3.086,-2.754
234,2.371,-2.212,-2.282,-2.401,-2.084
235,1.778,-1.755,-1.902,-2.015,-1.723
236,1.334,-1.444,-1.621,-1.696,-1.406
237,1,-1.236,-1.401,-1.444,-1.174
238,0.332,-0.381,-0.544,-0.56,-0.312
239,0.005,-0.019,-0.048,-0.054,0.082
240,0,-0.207,-0.349,-0.379,-0.137
241,100,-102.997,-68.536,-101.936,-101.786
242,74.989,-77.737,-43.359,-72.15,-76.287
243,56.423,-52.159,-37.451,-55.191,-54.707
244,42.17,-38.372,-27.226,-39.262,-39.441
245,31.623,-30.514,-20.961,-29.688,-29.543
246,23.714,-26.574,-20.124,-27.668,-27.051
247,17.783,-18.13,-13.992,-18.235,-18.015
248,13.335,-13.065,-9.328,-13.301,-12.934
249,10,-9.655,-8.007,-10.755,-10.304
250,7.499,-7.587,-6.882,-8.293,-7.927
251,5.623,-5.745,-5.46,-6.271,-5.709
252,4.217,-3.827,-3.965,-4.379,-3.962
253,3.162,-2.725,-2.763,-2.996,-2.665
254,2.371,-2.45,-2.629,-2.801,-2.451
255,1.778,-1.849,-2.045,-2.112,-1.846
256,1.334,-1.259,-1.465,-1.503,-1.255
257,1,-1.068,-1.273,-1.299,-1.036
258,0.332,-0.431,-0.618,-0.618,-0.343
259,0.005,-0.039,-0.118,-0.119,0.062
260,0,-0.215,-0.316,-0.322,-0.106
261,100,-92.864,-57.485,-85.893,-88.946
262,74.989,-71.29,-45.234,-69.32,-70.335
263,56.423,-55.111,-38.513,-53.731,-52.725
264,42.17,-39.762,-26.353,-39.572,-39.649
265,31.623,-30.225,-21.93,-30.827,-31.276
266,23.714,-25.171,-17.172,-24.694,-24.899
267,17.783,-18.642,-14.392,-18.873,-19.398
268,13.335,-12.924,-10.269,-13.199,-12.38
269,10,-9.291,-7.8,-9.711,-9.283
270,7.499,-6.914,-5.847,-6.932,-6.611
271,5.623,-5.277,-5.189,-6.1,-5.652
272,4.217,-4.578,-4.547,-4.988,-4.577
273,3.162,-2.91,-2.944,-3.147,-2.823
274,2.371,-2.585,-2.778,-2.939,-2.656
275,1.778,-1.848,-2.039,-2.121,-1.797
276,1.334,-1.203,-1.406,-1.441,-1.152
277,1,-1.044,-1.279,-1.298,-0.994
278,0.332,-0.597,-0.799,-0.818,-0.536
279,0.005,0.109,0.152,0.153,0.215
280,0,0.029,-0.002,-0.014,0.13
281,100,-97.648,-67.684,-97.241,-96.424
282,74.989,-73.224,-43.064,-71.419,-71.816
283,56.423,-59.925,-38.486,-60.57,-60.558
284,42.17,-39.991,-26.911,-39.433,-39.806
285,31.623,-28.19,-22.146,-27.677,-26.932
286,23.714,-25.956,-19.651,-26.298,-28.72
287,17.783,-18.526,-14.482,-19.336,-18.675
288,13.335,-14.537,-11.709,-15.347,-14.523
289,10,-11.319,-8.529,-11.094,-10.973
290,7.499,-8.093,-7.754,-8.933,-8.122
291,5.623,-5.468,-5.55,-6.193,-5.581
292,4.217,-4.111,-4.127,-4.517,-4.103
293,3.162,-3.515,-3.671,-3.987,-3.633
294,2.371,-2.443,-2.604,-2.71,-2.336
295,1.778,-1.671,-1.95,-2.033,-1.698
296,1.334,-1.455,-1.609,-1.683,-1.388
297,1,-1.018,-1.226,-1.266,-0.969
298,0.332,-0.249,-0.357,-0.364,-0.163
299,0.005,0.02,-0.001,-0.001,0.12
300,0,-0.03,-0.118,-0.112,0.068
301,100,-94.907,-57.566,-87.521,-89.782
302,74.989,-75.674,-46.926,-73.361,-75.398
303,56.423,-57.06,-39.496,-59.154,-58.15
304,42.17,-42.003,-29.063,-43.482,-45.371
305,31.623,-32.512,-22.459,-31.819,-30.87
306,23.714,-23.608,-18.413,-22.805,-22.999
307,17.783,-18.223,-15.43,-18.766,-18.143
308,13.335,-12.985,-10.401,-13.352,-12.942
309,10,-9.998,-8.287,-10.183,-9.54
310,7.499,-7.453,-6.885,-8.031,-7.288
311,5.623,-5.672,-5.225,-6.115,-5.483
312,4.217,-3.954,-3.573,-4.051,-3.629
313,3.162,-2.735,-2.734,-2.942,-2.628
314,2.371,-2.375,-2.531,-2.663,-2.310
315,1.778,-2.023,-2.155,-2.243,-1.888
316,1.334,-1.021,-1.096,-1.129,-0.936
317,1,-1.057,-1.273,-1.314,-1.04
318,0.332,-0.517,-0.706,-0.726,-0.452
319,0.005,0.107,0.098,0.098,0.195
320,0,-0.087,-0.187,-0.198,0.003
321,100,-102.865,-66.171,-100.519,-101.782
322,74.989,-84.322,-52.523,-85.68,-88.987
323,56.423,-61.269,-34.529,-59.681,-61.01
324,42.17,-38.325,-29.101,-38.816,-39.688
325,31.623,-30.591,-23.334,-31.251,-30.091
326,23.714,-23.879,-19.281,-25.169,-24.17
327,17.783,-19.088,-15.67,-18.95,-18.515
328,13.335,-12.899,-10.198,-13.05,-12.492
329,10,-11.187,-9.742,-11.642,-10.991
330,7.499,-7.808,-6.636,-8.283,-7.869
331,5.623,-5.417,-4.904,-5.614,-5.294
332,4.217,-4.044,-3.987,-4.312,-3.954
333,3.162,-2.997,-3.064,-3.245,-2.965
334,2.371,-2.409,-2.397,-2.561,-2.331
335,1.778,-1.779,-1.894,-1.991,-1.722
336,1.334,-1.518,-1.66,-1.746,-1.453
337,1,-0.899,-1.104,-1.127,-0.781
338,0.332,-0.444,-0.622,-0.634,-0.366
339,0.005,0.087,0.048,0.05,0.187
340,0,0.011,-0.028,-0.047,0.102
341,100,-100.906,-60.606,-90.038,-93.724
342,74.989,-72.828,-51.249,-74.406,-72.864
343,56.423,-56.767,-33.983,-57.532,-58.066
344,42.17,-42.246,-28.639,-40.973,-40.362
345,31.623,-31.766,-23.739,-32.877,-33.033
346,23.714,-22.511,-17.667,-25.618,-25.113
347,17.783,-16.4,-13.182,-17.101,-16.671
348,13.335,-14.403,-11.639,-14.208,-14.224
349,10,-10.313,-8.706,-10.354,-9.816
350,7.499,-7.367,-6.624,-7.983,-7.636
351,5.623,-5.876,-6.001,-6.773,-6.184
352,4.217,-4.547,-4.459,-4.849,-4.351
353,3.162,-2.894,-3.106,-3.348,-2.943
354,2.371,-2.596,-2.77,-2.977,-2.651
355,1.778,-1.859,-2.035,-2.131,-1.883
356,1.334,-1.391,-1.582,-1.643,-1.409
357,1,-1.027,-1.23,-1.272,-0.966
358,0.332,-0.308,-0.464,-0.467,-0.197
359,0.005,0.114,0.112,0.118,0.229
360,0,-0.265,-0.375,-0.398,-0.183
361,100,-99.244,-61.15,-96.691,-104.121
362,74.989,-68.826,-43.819,-69.867,-71.072
363,56.423,-59.336,-41.017,-58.88,-58.152
364,42.17,-41.595,-25.75,-38.562,-38.162
365,31.623,-32.759,-25.11,-33.211,-32.876
366,23.714,-22.405,-17.452,-22.86,-22.256
367,17.783,-19.228,-13.3,-18.144,-18.074
368,13.335,-12.887,-11.211,-14.269,-13.786
369,10,-10.301,-8.884,-11.075,-10.539
370,7.499,-7.521,-6.9,-8.048,-7.664
371,5.623,-5.765,-5.476,-6.723,-6.473
372,4.217,-3.646,-3.833,-4.089,-3.765
373,3.162,-3.047,-3.259,-3.474,-3.064
374,2.371,-2.388,-2.433,-2.58,-2.388
375,1.778,-1.755,-1.852,-1.947,-1.672
376,1.334,-1.444,-1.626,-1.683,-1.378
377,1,-0.96,-1.219,-1.259,-0.945
378,0.332,-0.301,-0.455,-0.466,-0.247
379,0.005,0.148,0.147,0.153,0.243
380,0,0.115,0.119,0.111,0.208
381,100,-107.708,-59.801,-99.351,-104.625
382,74.989,-71.956,-48.182,-71.624,-70.682
383,56.423,-54.976,-38.182,-53.565,-53.784
384,42.17,-40.404,-25.85,-39.006,-42.179
385,31.623,-35.673,-25.404,-34.875,-35.783
386,23.714,-23.93,-18.957,-23.727,-23.925
387,17.783,-19.415,-14.287,-20.289,-20.157
388,13.335,-14.615,-12.757,-15.546,-15.11
389,10,-9.525,-7.944,-10.163,-9.377
390,7.499,-8.109,-7.939,-9.238,-8.555
391,5.623,-5.84,-5.408,-6.403,-5.811
392,4.217,-4.121,-4.111,-4.485,-3.96
393,3.162,-3.192,-3.175,-3.42,-3.038
394,2.371,-2.346,-2.462,-2.659,-2.458
395,1.778,-1.702,-1.966,-2.036,-1.678
396,1.334,-1.282,-1.512,-1.567,-1.294
397,1,-1.263,-1.424,-1.487,-1.18
398,0.332,-0.357,-0.531,-0.546,-0.289
399,0.005,-0.236,-0.357,-0.376,-0.159
400,0,-0.0376,-0.0697,-0.0834,-0.0782
